"STATION","NAME","DATE","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-06",48,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-07",58,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-08",58,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-09",52,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-10",61,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-11",59,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-12",63,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-13",58,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-14",42,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-15",42,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-16",46,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-17",46,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-18",38,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-19",37,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-20",37,22
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-21",40,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-22",45,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-23",52,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-24",41,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-25",47,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-26",46,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-27",52,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-28",34,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-29",36,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-30",36,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12-31",35,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-01",38,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-02",37,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-03",36,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-04",32,22
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-05",29,10
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-06",14,6
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-07",19,8
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-08",40,11
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-09",44,14
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-10",22,11
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-11",20,12
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-12",19,5
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-13",8,-3
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-14",23,2
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-15",36,16
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-16",17,3
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-17",30,16
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-18",46,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-19",54,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-20",26,16
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-21",36,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-22",42,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-23",52,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-24",42,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-25",22,15
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-26",20,12
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-27",26,13
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-28",26,10
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-29",28,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-30",32,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01-31",31,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-01",32,20
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-02",37,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-03",26,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-04",23,13
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-05",23,10
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-06",29,16
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-07",34,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-08",31,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-09",26,12
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-10",13,0
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-11",21,-1
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-12",20,11
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-13",31,10
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-14",31,16
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-15",35,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-16",41,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-17",46,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-18",41,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-19",44,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-20",48,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-21",52,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-22",53,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-23",38,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-24",52,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-25",59,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-26",44,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-27",40,26
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-28",37,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02-29",32,22
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-01",30,21
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-02",26,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-03",30,15
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-04",30,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-05",25,17
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-06",29,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-07",46,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-08",43,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-09",44,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-10",35,25
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-11",41,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-12",50,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-13",51,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-14",46,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-15",60,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-16",53,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-17",51,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-18",62,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-19",54,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-20",54,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-21",34,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-22",35,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-23",36,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-24",37,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-25",40,27
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-26",42,24
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-27",56,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-28",61,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-29",68,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-30",56,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03-31",65,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-01",51,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-02",44,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-03",43,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-04",49,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-05",74,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-06",79,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-07",74,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-08",40,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-09",63,33
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-10",58,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-11",60,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-12",57,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-13",47,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-14",47,41
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-15",68,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-16",77,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-17",67,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-18",46,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-19",53,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-20",59,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-21",64,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-22",60,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-23",59,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-24",67,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-25",64,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-26",64,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-27",68,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-28",62,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-29",52,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04-30",47,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-01",70,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-02",78,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-03",73,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-04",67,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-05",57,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-06",61,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-07",53,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-08",54,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-09",67,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-10",73,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-11",71,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-12",68,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-13",70,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-14",67,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-15",61,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-16",62,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-17",71,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-18",76,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-19",80,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-20",70,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-21",89,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-22",63,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-23",75,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-24",86,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-25",78,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-26",74,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-27",81,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-28",84,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-29",79,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-30",78,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05-31",74,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-01",86,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-02",91,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-03",84,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-04",84,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-05",73,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-06",68,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-07",66,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-08",65,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-09",73,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-10",76,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-11",83,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-12",81,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-13",73,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-14",65,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-15",65,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-16",66,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-17",88,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-18",80,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-19",72,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-20",81,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-21",83,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-22",80,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-23",83,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-24",88,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-25",82,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-26",88,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-27",76,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-28",82,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-29",94,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06-30",77,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-01",79,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-02",82,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-03",87,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-04",89,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-05",84,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-06",86,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-07",87,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-08",95,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-09",97,77
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-10",93,76
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-11",92,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-12",89,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-13",80,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-14",85,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-15",86,72
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-16",94,75
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-17",79,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-18",81,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-19",77,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-20",74,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-21",76,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-22",82,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-23",76,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-24",75,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-25",83,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-26",83,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-27",80,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-28",84,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-29",86,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-30",84,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07-31",77,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-01",79,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-02",79,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-03",73,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-04",76,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-05",76,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-06",78,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-07",78,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-08",77,61
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-09",78,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-10",79,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-11",86,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-12",86,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-13",88,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-14",91,73
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-15",86,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-16",77,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-17",75,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-18",86,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-19",82,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-20",81,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-21",79,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-22",87,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-23",82,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-24",80,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-25",90,69
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-26",92,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-27",78,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-28",71,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-29",75,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-30",70,54
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08-31",64,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-01",66,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-02",67,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-03",68,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-04",80,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-05",84,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-06",87,71
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-07",83,68
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-08",84,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-09",87,67
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-10",87,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-11",91,65
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-12",72,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-13",75,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-14",76,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-15",82,70
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-16",74,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-17",75,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-18",73,64
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-19",76,66
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-20",76,60
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-21",63,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-22",64,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-23",68,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-24",66,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-25",65,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-26",70,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-27",62,53
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-28",66,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-29",66,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09-30",60,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-01",63,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-02",62,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-03",72,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-04",78,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-05",78,58
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-06",79,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-07",81,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-08",61,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-09",65,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-10",78,57
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-11",67,62
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-12",76,63
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-13",72,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-14",60,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-15",66,46
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-16",60,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-17",68,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-18",72,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-19",68,55
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-20",64,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-21",64,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-22",69,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-23",66,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-24",56,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-25",57,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-26",63,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-27",64,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-28",65,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-29",61,49
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-30",72,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10-31",57,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-01",66,51
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-02",51,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-03",43,31
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-04",54,37
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-05",64,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-06",67,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-07",66,59
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-08",63,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-09",51,42
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-10",52,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-11",65,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-12",72,56
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-13",64,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-14",55,47
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-15",49,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-16",45,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-17",47,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-18",42,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-19",51,32
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-20",60,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-21",66,50
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-22",63,52
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-23",53,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-24",55,38
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-25",42,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-26",44,39
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-27",44,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-28",38,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-29",42,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11-30",50,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-01",44,34
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-02",61,44
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-03",56,43
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-04",50,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-05",49,45
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-06",64,48
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-07",52,36
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-08",46,30
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-09",30,18
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-10",46,28
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-11",46,40
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-12",40,23
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-13",29,19
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-14",44,29
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-15",51,35
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12-16",47,38
